ID,Activity Name (TO CHANGE TO ACTIVITY CODE),Failure Mode,Activity Description,Freq Numeral,Freq Literal,Note on Trigger Condition,Activity Type,Activity Procedure Recommended Action,Trade,Wrench Time (H),Asset Offline?,Resources,Applies to Class,Applies to Product-Line,📊 Satisfies (Requirement),Comments,More General Activity Parent,More Specific Activity Child
activity_186,Fixed gas detector: Inspection For Safe Usage Condition,,Perform an inspection of the fixed gas detector to ensure it is in good working condition.,1,Year,,Inspect,"Perform Accuracy check
Test functioning of chlorine/SO2 gas detectors and alarms as follows:
1) Ensure you have operational approval before performing this task.
2) Disable the scrubber alarm.
3) Using a test gas, expose the sensor to CL2/SO2 (5 ppm).
4) Check that the appropriate sensor indicates on the receiver.
5) Press Accept / Reset button at receiver to clear alarm.
6) If the sensor has failed, initiate an immediate to replace/repair the sensor and capture repair information in a corrective work order in WMS.
7) Enable the scrubber alarms.
8) Verify PCS functionality and associated alarms, as applicable.
9) Inform operations that the task as assigned is completed.",PT,0.25,No,,,,https://www.notion.so/fixed-gas-detector-Section-b44dcd3735a3424cb4bb33e7d0880c5c,,,
activity_187,Personal Gas Meter,,Perform an inspection of the personal gas meter (detector) to ensure it is in good working condition.,6,Month,,Inspect,"O.Reg 632/05
Atmospheric testing
18. (1) The employer shall appoint a person with adequate knowledge, training and experience to perform adequate tests as often as necessary before and while a worker is in a confined space to ensure that acceptable atmospheric levels are maintained in the confined space in accordance with the relevant plan. O. Reg. 632/05, s. 18 (1).

(3) The person performing the tests shall use calibrated instruments that are in good working order and are appropriate for the hazards identified in the relevant assessment. O. Reg. 632/05, s. 18 (3).

Personal and portable gas monitors which have a sensor that fails the bump test and/or calibration, shall be removed from service and sent for repair or calibration.

A monitor shall be calibrated:
- When a bump test fails;
- Every 6 months at minimum; and/or
- When a monitor has been exposed to extreme conditions (e.g., dropped, electrical shock, high gas concentrations, or extreme temperatures)",Contractor,,No,,,,https://www.notion.so/Ontario-Regulation-632-05-Section-18-2a667c7563204f3cb201df17cf8fe586,,,
activity_188,,,,,,,,,,,,,,,,,,
activity_189,Personal gas meter (detector): Test Data Record,,Record the results of every sample tests of a Personal Gas Meter.,,Pre-use,,Record,"Note: In this section, “sample” means an individual reading of the composition of the atmosphere in the confined space; “test” means a collection of samples. 

- Ensure that the results of every sample of a test of the personal gas detector are recorded.
- If the tests are performed using continuous monitoring, the employer shall ensure that test results are recorded at adequate intervals.
",,,,,,,https://www.notion.so/Ontario-Regulation-632-05-Section-18-2a667c7563204f3cb201df17cf8fe586,,,
activity_190,Manlift: Maintenance Log,,Generate a record of maintenance checks in a log.,,,,Generate,The owner should keep a record of the man lift maintenance checks in the form of a log in which all entries are signed by the person who carried out the checks.,APSOM,0.15,No,,,,"https://www.notion.so/CSA-B311-1984-R2002-Section-Appendix-C2-8cfc82a567d9411d9c76e4eedc1d4f0f, https://www.notion.so/CSA-B354-1-04-Section-5-3-2-ece1881b7f454457a51e059906e658e6",,,
activity_191,Wire Rope Sling  :  Inspection For Safe Usage,,Perform an inspection of Wire Rope Sling each day before being used. ,,Pre-use,,Inspect,"1910.184(f)(5)
Removal from service. Wire rope slings shall be immediately removed from service if any of the following conditions are present:
1910.184(f)(5)(i)
Ten randomly distributed broken wires in one rope lay, or five broken wires in one strand in one rope lay.
1910.184(f)(5)(ii)
Wear or scraping of one-third the original diameter of outside individual wires.
1910.184(f)(5)(iii)
Kinking, crushing, bird caging or any other damage resulting in distortion of the wire rope structure.
1910.184(f)(5)(iv)
Evidence of heat damage.
1910.184(f)(5)(v)
End attachments that are cracked, deformed or worn.
1910.184(f)(5)(vi)
Hooks that have been opened more than 15 percent of the normal throat opening measured at the narrowest point or twisted more than 10 degrees from the plane of the unbent hook.
1910.184(f)(5)(vii)
Corrosion of the rope or end attachments.",PT,,,,,,"https://www.notion.so/OSHA-1910-184-Section-1910-184-d-ab378a867d1c432a82a6a393ab9c5fb9, https://www.notion.so/OSHA-1910-184-Section-1910-184-f-5-1557585308f3439897ab388e2facddab",,,
activity_192,Manlift: Daily Pre-use Inspection,,Inspection of a Man Lift on a daily basis by the operator. ,,Pre-use,,Inspect,"1)  Daily prestart inspection 

All components that have a direct bearing on the safe operation of the aerial platform and whose status can change from day to day with use shall be visually inspected on a daily basis by the operator. In addition, these components, where applicable, practicable, and possible, shall be observed during operation for defects that could affect the safe operation of the aerial platform. Items such as, but not restricted to, the following shall be regularly inspected for defects and shall also be observed during operation and between regular inspections for defects:
(a) tires and wheels for cuts, obvious loose or missing lug nuts, broken tie rods, and adequate tire pressure;
(b) all fluids, such as fuel, engine oil, coolants, and battery fluid, for proper level;
(c) hydraulic hoses for leaks or loose connections;
(d) all quick disconnect hoses for proper connection;
(e) structural components for obvious damage, broken parts, and cracks in welds;
f) ladder or steps for damage and debris (ladder shall be firmly secured to the platform);
(g) beacon and warning lights for missing and defective lens or caps;
(h) operating and emergency controls for proper function;
(i) placards and warning signs for cleanliness, readability of control markings, rated capacity, and operating manual(s);
(j) platform assembly for loose and missing parts, missing or loose lock pins and bolts, and proper placement of the footswitch;
(k) platform floor for structural damage, holes or cracked welds, dirt, grease, or oil that can create a hazard;
(I) access gate for ease of movement, missing parts, latched and locking capabilities;
(m) fall protection system;
(n) safety devices for malfunction;
(o) proper operation of elevating, rotating, and drive functions;
(p) brakes for stopping capabilities;
(q) a horn for proper function;
(r) outriggers and stabilizers; and
(s) other items as specified by the manufacturer.
2) If corrective action/repair is required, create a work request with the “Repair from Preventive” work type in WMS to carry out the required repair.",,,,,,,https://www.notion.so/CSA-B354-1-04-Section-5-3-2-ece1881b7f454457a51e059906e658e6,,,
activity_193,Manlift: Quarterly Inspection,,Perform quarterly inspection of the Man Lift on quarterly basis. ,3,Month,,Inspect,Perform quarterly inspection of the Man Lift on quarterly basis as per the standards and recommendations from the manufacturers. ,,,,,,,https://www.notion.so/TSSA-Elevating-Devices-Code-Adoption-Document-Amendment-277-19-May-3-2019-Section-8-6-1-7-b23827458f7346ea881f8ae586f14c6a,,,
activity_194,Manlift: Safety Break,,"Perform the safety break inspection to insure it meets the TSSA Elevating Devices Code Adoption  Document Amendment 277-19 May 3 2019, Section: 4.3 standards and manufacturer recommendation. ",1,,,Inspect,"Perform an inspection of the safety breaks as per the standards and manufacturer recommendations. 
4.3 Inspection and Testing of Safety Brake
4.3.1 The inspection and testing of a safety brake on an endless belt type manlift required in subsection 33.(2) of the Regulation shall ensure compliance with clause 5.2.2.3 of CSA Standard B311-M1979, Safety Code for Manlifts and Supplement No. 1 1984.
4.3.2 The inspection and testing of a safety device and overspeed governor on a counter-balanced or power type manlift required in subsection 33.(3) of the Regulation shall ensure compliance with clause 6.11.8 or 7.6.8.2, as the case may be, of CSA Standard B311-M1979, Safety Code for Manlifts and Supplement No.1 1984.
",,,,,,,"https://www.notion.so/CSA-B311-M1979-Section-5-2-2-3-3-1-3-frequency-7fe410026aec481fb174aceaacac3eb9, https://www.notion.so/TSSA-Elevating-Devices-Code-Adoption-Document-Amendment-277-19-May-3-2019-Section-4-3-b9ac309f4ff24e57b22d5773935e69f3",,,
activity_195,,,,,,,,,,,,,,,,,,
activity_196,Forklift: Inspection,,"A competent person should thoroughly examine Forklift and  determine its capability of handling the maximum load as rated as per CSA B335-15, Section: 8.4.2.",1,Year,,Inspect,"8.4.2 Inspection Fork inspection shall be carried out carefully, by trained personnel, with the aim of detecting any damage, failure, deformation, etc., that might impair safe use. Any fork that shows such a defect shall be withdrawn from service and shall not be returned to service unless it has been satisfactorily repaired in accordance with Clause 8.4.3.
Lift truck forks shall be inspected for the following:
a) Surface cracks — The fork shall be thoroughly examined visually for cracks and, if considered necessary, subjected to a non-destructive crack detection process, with special attention paid to the heel and welds attaching all mounting components to the fork blank. This inspection for cracks shall also include any special mounting mechanisms of the fork blank to the fork carrier, including bolt-type mountings and forged upper mounting arrangements for hook- or shaft-type carriages. The forks shall not be returned to service if surface cracks are detected.
b) Straightness of blade and shank — The straightness of the upper face of the blade and the front face of the shank shall be checked. If the deviation from straightness exceeds 0.5% of the length of the blade and the height of the shank, respectively, the fork shall not be returned to service until it has been repaired in accordance with Clause 8.4.3.
c) Fork angle (upper face of the blade to load face of the shank) — Any fork that has a deviation greater than 3° from the original specification shall not be returned to service. The rejected fork shall be reset and tested in accordance with Clause 8 4 3.
d) Difference in height of fork tips — The difference in height of one set of forks when mounted on the fork carrier shall be checked. If the difference in tip heights exceeds 3% of the length of the blade, the set of forks shall not be returned to service until repaired in accordance with Clause 8.4.3. e) Positioning lock (when originally provided) — It shall be confirmed that the positioning lock is in good repair and correct working order. If any fault is found, the fork shall be withdrawn from service until satisfactory repairs have been effected
f) Wear
i) Fork blade and shank — The fork blade and shank shall be thoroughly checked for wear, with special attention paid to the vicinity of the heel. If the thickness is reduced to 90% or less of the original thickness, the fork shall not be returned to service.
ii) Fork hooks (when originally provided) — The support face of the top hook and the retaining faces of both hooks shall be checked for wear, crushing, and other local deformations. If these are apparent to such an extent that the clearance between the fork and the fork carrier becomes excessive, the fork shall not be returned to service until repaired in accordance with Clause 8.4.3.
g) Legibility of marking (when originally provided) — If the fork marking is not clearly legible, it shall be renewed. Marking shall be renewed according to instructions from the original supplier.",,,,,,,https://www.notion.so/CSA-B335-15-Section-8-4-2-4ea54cdcaa254e67b2bfd5f7554a17d0,,,
activity_197,,,,,,,,,,,,,,,,,,
activity_198,Elevator: Maintenance,,"Perform maintenance of the elevating device as per Ontario Regulation 209/01, Section: 32 and manufacturer recommendations.  ",,,,Maintain,"32. (1) An owner of an elevating device shall ensure that the elevating device is not used or operated unless it is maintained by a registered contractor in accordance with the requirements of this section.
(2) The methods and intervals of maintenance of an elevating device shall be determined by the owner or a contractor on behalf of the owner, on the basis of,
(a) the inherent quality and age of the device;
(b) the specifications for maintenance of the manufacturer, manufacturer's agent or of the contractor; and
(c) the frequency and method of use of the device.
(3) The maintenance of an elevating device shall include,
(a) an inspection and examination at regular intervals of all parts and functions of the elevating device;
(b) cleaning, lubricating and adjusting all its parts at regular intervals and repairing or replacing worn or defective components in order to prevent the device from becoming unsafe for operation;
(c) repairing or replacing damaged or broken parts;
(d) such other examinations or work as is required by this Regulation, the applicable code or standard referred to in the code adoption document or by an inspector. ",,,,,,,"https://www.notion.so/TSSA-2000-Ontario-Regulation-209-01-Section-32-b94ba6d5a1a541d4835848258714052d, https://www.notion.so/CSA-B44-16-Section-2-9-0fcfb4893c9742ba8d20b5dcc11df64c",,,
activity_199,Elevator: Establish frequency,,Perform periodic tests of elevating device as per standards and manufacturer recommendations. ,3,Month,,Test,"CSA B44-16
8.6.1.7 Periodic Tests
The frequency of maintenance and tests shall conform to the following;
(a) Where a Maintenance Control Program is in effect,
(1) the maintenance frequency shall be established as prescribed in 8.6, but in no case shall the interval between maintenance visits to an elevating device excluding wind tower elevators exceed three months, nor shall it exceed the manufacturer’s specified limit or other imposed limit which is less than three months (see CAD 2.9 for
example of a one month limit),",,,,,,,https://www.notion.so/CSA-B44-16-Section-8-6-1-7-2ef1b621bcbf47d6a7eb1f8108c462d8,,,
activity_200,Elevator: Logbook,,Maintain a log book for each elevating device.,,As Per Usage,,,"34. (1) Every owner of an elevating device and every contractor shall maintain a log book for each elevating device that they own or maintain, and the log book shall contain up-to-date data on,
(a) all maintenance functions required to be recorded in the log book by the applicable code, standard or requirement referred to in the code adoption document or any applicable director's order; and
(b) such other data as are required to be kept in the log book by this Regulation.  O. Reg. 209/01, s. 34 (1);
(2) The log book shall be kept for a period of at least five years from the date of the last entry in the log book.  O. Reg. 209/01, s. 34 (2).
(3) The log book data shall be readily available at the location of the elevating device to an inspector, maintenance mechanic and other persons designated by the owner. ",,,,,,,"https://www.notion.so/Ontario-Regulation-209-01-Section-34-5c91241ae7c2452cac8a9c5158671935, https://www.notion.so/CSA-B44-16-Section-8-6-1-4-1-86a3b3f803c24f45a971b637f950688f",,,
activity_201,Fixed Crane: Monthly Inspection,,"The crane shall be inspected monthly for defects, malfunctions, and damage as per CSA B167-16 section 6.4.1.",1,Month,,Inspect,"The crane shall be inspected for defects, malfunctions, and damage at the intervals specified in Items a) and shall be observed during operation to identify any problems that arise between periodic inspections. Visual and audible examinations shall be recorded in the maintenance log book (i.e., paper or electronic) or crane management software program by a competent person with findings of deficiencies at the following intervals:
a) Class A (standby or infrequent service) and Class B (light service):",Contractor,,No,,,,https://www.notion.so/CSA-B167-16-Section-6-4-1-a43259f529d542098ab47625bf5edb71,,,
activity_202,Fixed Crane: Weekly Inspection,,"The crane shall be inspected weekly for defects, malfunctions, and damage as per CSA B167-16 section 6.4.1.",1,Week,,Inspect,"The crane shall be inspected for defects, malfunctions, and damage at the intervals specified in Items b) and shall be observed during operation to identify any problems that arise between periodic inspections. Visual and audible examinations shall be recorded in the maintenance log book (i.e., paper or electronic) or crane management software program by a competent person with findings of deficiencies at the following intervals:
b) Classes C and D (moderate and heavy service): weekly to monthly;",Contractor,,No,,,,https://www.notion.so/CSA-B167-16-Section-6-4-1-a43259f529d542098ab47625bf5edb71,,,
activity_203,Fixed Crane: Daily Inspection,,"The crane shall be inspected daily for defects, malfunctions, and damage as per CSA B167-16 section 6.4.1.",1,Daily,,Inspect,"The crane shall be inspected for defects, malfunctions, and damage at the intervals specified in Items c) and shall be observed during operation to identify any problems that arise between periodic inspections. Visual and audible examinations shall be recorded in the maintenance log book (i.e., paper or electronic) or crane management software program by a competent person with findings of deficiencies at the following intervals:
c) Classes E and F (severe and continuously service): daily to weekly",Contractor,,No,,,,https://www.notion.so/CSA-B167-16-Section-6-4-1-a43259f529d542098ab47625bf5edb71,,,
activity_204,Fixed Crane: Inspection,,"The crane shall be inspected for defects, malfunctions, and damage as per CSA B167-16 section 6.4.1. and recommendation by manufacturer or an engineer. ",1,Daily,,Inspect,"The crane shall be inspected for defects, malfunctions, and damage at the intervals specified by manufacturer or an engineer. ",Contractor,,No,,,,https://www.notion.so/CSA-B167-16-Section-6-4-1-a43259f529d542098ab47625bf5edb71,,,
activity_205,Manlift: Safety Break Frequency ,,"Determine frequency to meet TSSA Elevating Devices Code Adoption  Document Amendment 277-19 May 3 2019, Section: 4.3 standards inspection.",1,Year,,Verification,"Determine frequency to meet TSSA Elevating Devices Code Adoption  Document Amendment 277-19 May 3 2019, Section: 4.3 standards inspection as per manufacturer recommendation and usage. ",Contractor,,No,,,,https://www.notion.so/TSSA-Elevating-Devices-Code-Adoption-Document-Amendment-277-19-May-3-2019-Section-4-3-b9ac309f4ff24e57b22d5773935e69f3,,,
activity_206,Forklift: Hourly Service Report Inspection,,"Perform service report inspection of forklift as per CSA B335-15, Section: 8.2.3. ",200,Metered Run-Hour,,Inspect,"8.2.3 Service report inspections

a) A planned maintenance inspection, which is carried out by a trained, qualified maintenance technician. This inspection should occur in accordance with the manufacturer's recommended interval. In the absence of such recommendations, it should be conducted approximately every 200 h.",,,,,,,https://www.notion.so/CSA-B335-15-Section-8-2-3-97d4c71906a6464a90168d51011349cc,,,
activity_207,Forklift: 2000hr/Annually Service Report Inspection,,"Perform service report inspection of forklift as per CSA B335-15, Section: 8.2.3. ",1,Year,,Inspect,"8.2.3 Service report inspections

b) An annual planned maintenance inspection, which is carried out by a trained, qualified maintenance technician. This inspection should occur approximately every 2000 h, or annually, whichever comes first.",,,,,,,https://www.notion.so/CSA-B335-15-Section-8-2-3-97d4c71906a6464a90168d51011349cc,,,
activity_208,Forklift: Pre-Use Service Report Inspection,,"Perform service report inspection of forklift as per CSA B335-15, Section: 8.2.3. ",1,Pre-use,,Inspect,"8.2.3 Service report inspections

c) A lifting capacity inspection, which is a planned maintenance inspection carried out by a trained, qualified maintenance technician. This inspection is carried out to determine whether the lift truck is capable of handling the maximum load specified on the nameplate. This inspection shall be carried out prior to the lift truck being used for the first time, each time the lift truck is acquired by a new owner, and as often as recommended by the manufacturer, but no less than once per year.",,,,,,,https://www.notion.so/CSA-B335-15-Section-8-2-3-97d4c71906a6464a90168d51011349cc,,,
activity_209,Elevator: Frequency Requirement Details,,"Perform the required inspection and tests as per the manufacturer guidelines and CSA B44-16, Section: Table N-1.",,Asset Manual,,Inspect,"(2) testing shall be performed at intervals specified in Appendix N, such that;
(a) category 1 tests are performed annually,
(b) category 3 tests are performed every 3 years and
(c) category 5 tests are performed every 5 years

Note: Please refer to the image in the Requirement Name column",Contractor,,,,,,https://www.notion.so/CSA-B44-16-Section-Table-N-1-1696734b108940f8b72cb2ca5432d896,,,
activity_210,Fall Protection: Frequency Details,,"Perform the required inspection and tests as per the manufacturer guidelines and CSA Z259.17-16, Section: Table 5",,As Per Usage,,Inspect,"CSA Z259.17-16, Section: Table 5 is to be referred for test and inspection frequency details. ",Contractor,,,,,,https://www.notion.so/CSA-Z259-17-16-Section-Table-5-08b86a4d13da42c89a4250e960a57e27,,,
activity_211,Fall Protection: Log Book,,"Maintain the log book for fall protection device as per CSA Z259.17-16, Section: 12.7.",,As Per Usage,,Inspect,"12.7
A record shall be created for each active fall-protection equipment and system. The record shall include the following:
a) the details specified in Table 6
b) Documentation on the maintenance and servicing history of all equipment, which shall be readily available until the equipment is permanently removed from service.",Contractor,,,,,,https://www.notion.so/CSA-Z259-17-16-Section-12-7-0907b7f59e3e4ccaa1dff3b06c237ccf,,,
activity_212,Fall Protection: Log Book Requirement Details,,"Maintain the log book for fall protection device as per CSA Z259.17-16, Section: Table 6",,As Per Usage,,Inspect,"CSA Z259.17-16, Section: Table 6 is to be referred for log book record keeping requirement. ",Contractor,,,,,,https://www.notion.so/CSA-Z259-17-16-Section-Table-6-dc0b233501bf4e0b83d1ed23d45886c4,,,
activity_213,Personal Gas Meter,,"Workers shall visually inspect gas detector
before each use as per I&DS Health & Safety SP 10 (2019)",,Pre-use,,Inspect,"Workers shall visually inspect the gas detector,
before each use, and look for:
a. Damaged / missing components
b. Proof of Servicing
c. Proof of Calibration
d. Proof of Bump Test
e. Do not use the unit under any circumstances if defects are present or information is missing. This is a life saving device",Contractor,,,,,,https://www.notion.so/I-DS-Health-Safety-SP-10-2019-Section-03e31e90515d4fd5a2cfa4241ccd6b62,,,
activity_214,Self-contained Breathing Apparatus (SCBA): General Inspection Requirement,,"Perform the inspection and test as per manufacturer guidelines and  CSA-Z94.4-18, Section: 11.3.3.1.1.",1,Year,,Inspect,"11.3.3.1 General requirements for inspection of steel, aluminum, and fibre-reinforced cylinders
11.3.3.1.1 A qualified person shall Inspect cylinders externally and internally In accordance with
a) CSA B339 and CSA B340;
b) CGA C-6, C-6.1, or C-6.2, as applicable;
c) applicable transport regulations; and
d) the manufacturer's Instructions.
Notes: 1) Visual internal inspections are required for all cylinders at the time of their hydrostatic testing; see Clouse 11.6.2 for hydrostatic testing requirements. 2) In Canada, applicable transport regulations are issued by Transport Canada under the Transportation of Dangerous Goods Act.
11.3.3.1.2 All composite SCBA cylinders (e.g., fibreglass, Kevlar, carbon-wrapped, or hoop-wound) shall be removed from service no later than 15 years from their date of manufacture.
11.3.3.1.3 Steel and aluminum cylinders over 15 years old shall have the interior of the cylinder inspected at least annually by a qualified person when these cylinders are in current use. Note: This Clouse does not extend the service life of cylinders.",Contractor,,,,,,"https://www.notion.so/CSA-Z94-4-18-Section-11-3-3-1-1-b490d89c802d4876bf0b325cfc9de6f3, https://www.notion.so/CSA-339-18-Section-24-2-9-1-6cd4318011d441f8a16ee0cfd64874f5",,,
activity_215,Self-contained Breathing Apparatus (SCBA): CGA C-6,,Perform the inspection and test as per manufacturer guidelines and  CGA C-6.,,,,Inspect,Perform the inspection and test as per manufacturer guidelines and  CGA C-6.,Contractor,,,,,,"https://www.notion.so/CGA-C-6-Section-25e782b5f7924ff68e157ef1a093e69c, https://www.notion.so/CSA-339-18-Section-24-2-9-1-6cd4318011d441f8a16ee0cfd64874f5",,,
activity_216,Self-contained Breathing Apparatus (SCBA): CGA C-6.1,,Perform the inspection and test as per manufacturer guidelines and  CGA C-6.1.,,,,Inspect,Perform the inspection and test as per manufacturer guidelines and  CGA C-6.1,Contractor,,,,,,https://www.notion.so/CGA-C-6-1-Section-e1df0f1b65944bf5a134b9feaa4f4480,,,
activity_217,Self-contained Breathing Apparatus (SCBA): CGA C-6.3,,Perform the inspection and test as per manufacturer guidelines and  CGA C-6.3.,,,,Inspect,Perform the inspection and test as per manufacturer guidelines and  CGA C-6.3.,Contractor,,,,,,"https://www.notion.so/CGA-C-6-3-Section-7162835f8f204c709ca631ddf69d226b, https://www.notion.so/CSA-339-18-Section-24-2-9-1-6cd4318011d441f8a16ee0cfd64874f5",,,
activity_218,Self-contained Breathing Apparatus (SCBA): Containers Requalification,,"Requalify the SCBA containers as per CSA 339-18, Section: 24.2.9.2.",1,Year,,Inspect,"24.2.9.2 The requalification period for containers requalified by external visual reinspection, as specified in Clause 24.2.9.1, shall be 5 years. An extension to 10 years may be permitted, provided the container is confined to a service in compliance with the following:
a) the lading is a liquefied gas;
b) the LC5o of the lading, by reason of toxicity, is not less than 5000 mL/m3;
c) the LC5o of the lading, by reason of a corrosion effect on tissues of the respiratory tract, is not less than 5000 mL/m3; and d) contamination of the lading by water does not make the lading corrosive to the metals of containment. Note: LC50 is defined in the Transportation of Dangerous Goods Regulations.",Contractor,,,,,,https://www.notion.so/CSA-339-18-Section-24-2-9-2-5940c62c55994706877c81abd1cfdae8,,,
activity_219,Self-contained Breathing Apparatus (SCBA): Visual Inspection,,"Perform the inspection and test as per manufacturer guidelines and  CSA 339-18, Section: 24.2.9.3",,N/A,,Inspect,"24.2.9.3 The visual inspection in lieu of the pressure retest may be used on the following containers:
a) TC-3AM, DOT-3A, TC-3AAM, DOT-3AA, DOT-3B, TC-3ANM, TC-3ASM, DOT-3A480X, DOT-3BN, TC-4AAM33, DOT-4AA480, TC-4BM, DOT-4B, TC-4BAM, DOT-4BA, TC-4BWM, DOT-4BW, DOT-4B240FLW,TC-4BM17ET, DOT-4B240ET, TC-4EM, and DOT-4E containers used to transport a liquefied or nonliquefied noncorrosive gas that requires a marked service pressure not exceeding 3.5 MPa;
b) ICC-3, TC-3AM, DOT-3A, TC-3AAM, DOT-3AA, TC-3ASM, DOT-3B, TC-4BM, DOT-4B, TC-4BAM, DOT-4BA, TC-4BWM, and DOT-4BW containers used exclusively to transport hydrogen fluoride, anhydrous. TC-4BM, DOT-4B, TC-4BAM, and DOT-4BA cylinders shall be of welded construction only. All cylinders shall be cleaned to bare metal before reinspection;
c) TC-4BM, DOT-4B, TC-4BAM, DOT-4BA containers of welded construction only, and TC-4BWM and DOT-4BW cylinders used to transport ethyleneimine, inhibited;
d) steel or nickel cylinders used to transport nickel carbonyl; and
e) cylinders used to transport flammable or corrosive liquids without addition of compressed gas.",Contractor,,,,,,https://www.notion.so/CSA-339-18-Section-24-2-9-3-dce55fd0b4c94f8ca326a9ba9cf2ff54,,,
activity_220,Self-contained breathing apparatus (SCBA): Hydrostatic Test Inspection,,"Perform hydrostatic pressure test for SCBA cylinders to test the structural integrity of cylinders as per CSA-Z94.4-18, Section: 11.6.2.",,N/A,,Test,"11.6.2 Hydrostatic test
11.6.2.1 Cylinders shall be hydrostatically tested at a frequency and in the manner described in CSA B339 and CM B340. Note: Hydrostatic tests are required every 5 years for all SCBA cylinders.
11.6.2.2 Hydrostatic testing shall be performed by a registered facility in accordance with the requirements of CSA B339 and CSA B340.",Contractor,,,,,,"https://www.notion.so/CSA-Z94-4-18-Section-11-6-2-87bc62ed3fac4bdba7fa28d12345293d, https://www.notion.so/Section-SCBA-13659af723be49bca9b04ddfbbf1350c",,,
activity_221,"Self-contained breathing apparatus (SCBA):  Fit Test, Parts Inspection",,Perform fit test and inspect parts as per the manufacturer guidelines and standards requirements. ,,Pre-use,,Test,"Breathing air must be replaced 

All components (cylinders, hoses, regulator, pressure gauges, facepiece, harness)
Fit test and ensure all appropriate staff have practiced use of SCBA equipment 

Inspect tank for date stamp of last hydrostatic test 

Replace air in tanks Cylinder inspected internally and externally by qualified service technician 

Apparatus components (hoses, regulator, pressure gauges, facepiece, harness, etc.) inspected by qualified service technician Regulator flow test performed by qualified service technician",Contractor,,,,,,https://www.notion.so/Section-6210a726e72d4c33a8bbd9e9cd1b2a09,,,
activity_222,Self-contained Breathing Apparatus (SCBA): Containers Requalification Period,,"Requalify the SCBA containers as per CSA 339-18, Section: Table 29",,Pre-use,,Inspect,"Requalify the SCBA containers as per CSA 339-18, Section: Table 29 frequency details. ",Contractor,,,,,,https://www.notion.so/CSA-339-18-Section-Table-29-9d760496988c4655831e896e55e2d5c8,,,
activity_223,Self-contained Breathing Apparatus (SCBA): Unused Cylinder,,"Refill air in the unused cylinders as per CSA-Z94.4-18, Section: 11.5.5.2 standards. ",1,Year,,Change,"11.5.5.2 Prior to using a SCBA cylinder that has not been used in any 12-month period, the air shall be discarded by slowly depressurizing the cylinder to the atmosphere and refilling it with compressed breathing air meeting the requirements of CSA Z180.1.",Contractor,,,,,,https://www.notion.so/CSA-Z94-4-18-Section-11-5-5-2-9fd4cc30a9cd437a9812c31825a99c6b,,,
activity_224,Self-contained Breathing Apparatus (SCBA): Cylinder Interior Inspection,,"Inspect the interior of the cylinder that are in operation for over 15 years as per CSA-Z94.4-18, Section: 11.3.3.1.3.",1,Year,,Inspect,"11.3.3.1.3 Steel and aluminum cylinders over 15 years old shall have the interior of the cylinder inspected at least annually by a qualified person when these cylinders are in current use. Note: This Clouse does not extend the service life of cylinders
",Contractor,,,,,,https://www.notion.so/CSA-Z94-4-18-Section-11-3-3-1-3-85a7e6ab088e4a33ba4aefda0cb7a592,,,
activity_225,Generator: Semi-Annual,,"Perform the semi annualinspection of the generator as per CSA C282-15, Section.",6,Month,,Inspect,"1. Complete all items specified in CSA C282:19 Tables 2 and 3.
2. Inspect and clean engine crankcase breathers.
3. Inspect and clean all engine linkages.
4. Lubricate the engine governor and ventilation system.
5. Test protective devices for proper operation.
6. Before start-up, perform two full cranking cycles (as specified in Clauses 10.4.1 and 10.4.2). Near the end of each
cycle (and while still cranking), measure and record the lowest indicated battery voltage. If the measured voltage is
less than 80% of the battery's rated voltage, replace the battery. Alternatively, perform a battery load test using a
suitable load tester.
7. Inspect ventilation system belt(s).
8. Correct all defects found during inspections and tests.
9. Record all inspections, tests, and corrective actions in the log (see Clause 11.5.3).",Contractor,,,,,,https://www.notion.so/CSA-C282-15-Section-31decc3e68ee4a3d856287ba6cfc561f,,,
